조사일,상품명,업태,평균판매가격
2024-12-20,청정원 서해안 까나리액젓 골드(250g),대형마트,1600
2024-12-20,청정원 서해안 까나리액젓 골드(250g),백화점,1640
2024-12-20,하선정 까나리액젓(800g),대형마트,5280
2024-12-20,하선정 까나리액젓(800g),백화점,5044
2024-12-20,하선정 까나리액젓(800g),기업형슈퍼,5901
2024-12-20,하선정 까나리액젓(400g),대형마트,3080
2024-12-20,하선정 까나리액젓(400g),백화점,3282
2024-12-20,하선정 까나리액젓(400g),편의점,2000
2024-12-20,아름찬 3년숙성 국산 까나리액젓(1kg),대형마트,5980
2024-12-20,아름찬 3년숙성 국산 까나리액젓(1kg),백화점,5980
2024-12-20,하선정 멸치액젓 골드(800g),대형마트,5280
2024-12-20,하선정 멸치액젓 골드(800g),백화점,5154
2024-12-20,하선정 멸치액젓 골드(800g),기업형슈퍼,5790
2024-12-20,하선정 멸치액젓 골드(400g),백화점,3220
2024-12-20,하선정 멸치액젓 골드(400g),편의점,3500
2024-12-20,청정원 대나무숙성 멸치액젓(750g),대형마트,3960
2024-12-20,청정원 대나무숙성 멸치액젓(750g),백화점,4200
2024-12-20,청정원 대나무숙성 멸치액젓(750g),기업형슈퍼,4687
2024-12-20,청정원 남해안 멸치액젓 골드(750g),백화점,5000
2024-12-20,청정원 남해안 멸치액젓 골드(750g),기업형슈퍼,5280
2024-12-20,청정원 남해안 멸치액젓 골드(750g),편의점,6300
2024-12-20,아름찬 3년숙성 국산 멸치액젓(1kg),백화점,5980
2024-12-20,큐원 요리 올리고당(1.2kg),대형마트,5480
2024-12-20,청정원 물엿(1.2kg),백화점,4673
2024-12-20,오뚜기 옛날 물엿(1.2kg),대형마트,4680
2024-12-20,오뚜기 옛날 물엿(1.2kg),백화점,4575
2024-12-20,오뚜기 옛날 물엿(1.2kg),기업형슈퍼,5457
2024-12-20,오뚜기 옛날 물엿(1.2kg),편의점,3850
2024-12-20,백설 요리 올리고당(1.2kg),대형마트,6480
2024-12-20,백설 요리 올리고당(1.2kg),백화점,5104
2024-12-20,백설 요리 올리고당(1.2kg),기업형슈퍼,6536
2024-12-20,청정원 유기농 흑설탕(454g),백화점,4180
2024-12-20,청정원 유기농 황설탕(454g),대형마트,3980
2024-12-20,청정원 유기농 황설탕(454g),백화점,4180
2024-12-20,백설 갈색설탕(1kg),대형마트,2880
2024-12-20,백설 갈색설탕(1kg),백화점,3210
2024-12-20,백설 갈색설탕(1kg),기업형슈퍼,3409
2024-12-20,백설 갈색설탕(1kg),편의점,3100
2024-12-20,백설 브라운 자일로스 설탕(1kg),대형마트,4680
2024-12-20,백설 브라운 자일로스 설탕(1kg),백화점,4933
2024-12-20,백설 브라운 자일로스 설탕(1kg),기업형슈퍼,5089
2024-12-20,백설 흑설탕(1kg),대형마트,2980
2024-12-20,백설 흑설탕(1kg),백화점,3132
2024-12-20,백설 흑설탕(1kg),기업형슈퍼,3310
2024-12-20,큐원 갈색설탕(1kg),대형마트,2850
2024-12-20,큐원 갈색설탕(1kg),백화점,4180
2024-12-20,큐원 갈색설탕(1kg),기업형슈퍼,3290
2024-12-20,큐원 흑설탕(1kg),대형마트,2950
2024-12-20,동원 포도씨유(850ml),대형마트,14980
2024-12-20,동원 포도씨유(850ml),백화점,14980
2024-12-20,해표 포도씨유(900ml),대형마트,16000
2024-12-20,해표 포도씨유(900ml),백화점,16080
2024-12-20,해표 포도씨유(900ml),기업형슈퍼,16945
2024-12-20,해표 포도씨유(900ml),편의점,9500
2024-12-20,백설 포도씨유(900ml),대형마트,16000
2024-12-20,백설 포도씨유(900ml),백화점,11805
2024-12-20,백설 포도씨유(900ml),기업형슈퍼,13343
2024-12-20,백설 포도씨유(900ml),편의점,18900
2024-12-20,백설 카놀라유(900ml),대형마트,9500
2024-12-20,백설 카놀라유(900ml),백화점,6390
2024-12-20,백설 카놀라유(900ml),기업형슈퍼,9530
2024-12-20,해표 카놀라유(900ml),대형마트,4750
2024-12-20,해표 카놀라유(900ml),백화점,6080
2024-12-20,해표 카놀라유(900ml),기업형슈퍼,9807
2024-12-20,동원 카놀라유(850ml),대형마트,8980
2024-12-20,동원 카놀라유(850ml),백화점,8980
2024-12-20,오뚜기 카놀라유(900ml),백화점,9196
2024-12-20,하이뮨 프로틴밸런스(190ml),백화점,1650
2024-12-20,하이뮨 프로틴밸런스(190ml),편의점,2000
2024-12-20,빙그레 더단백 프로틴 드링크 초코(250ml),백화점,2750
2024-12-20,빙그레 더단백 프로틴 드링크 초코(250ml),편의점,2900
2024-12-20,셀렉스 스포츠 웨이프로틴 초콜릿(330ml),백화점,3183
2024-12-20,셀렉스 스포츠 웨이프로틴 초콜릿(330ml),기업형슈퍼,2811
2024-12-20,셀렉스 스포츠 웨이프로틴 초콜릿(330ml),편의점,3133
2024-12-20,깨수깡(160ml),백화점,3490
2024-12-20,깨수깡(160ml),기업형슈퍼,2639
2024-12-20,깨수깡(160ml),편의점,5000
2024-12-20,여명808(140ml),백화점,5500
2024-12-20,여명808(140ml),기업형슈퍼,5000
2024-12-20,여명808(140ml),편의점,5500
2024-12-20,컨디션 헛개(100ml),백화점,4000
2024-12-20,컨디션 헛개(100ml),기업형슈퍼,4957
2024-12-20,컨디션 헛개(100ml),편의점,5000
2024-12-20,레디큐 드링크(100ml),편의점,5000
2024-12-20,빅토리아 탄산수 플레인(500ml),백화점,1115
2024-12-20,트레비 탄산수 플레인(500ml),대형마트,1165
2024-12-20,트레비 탄산수 플레인(500ml),백화점,1300
2024-12-20,트레비 탄산수 플레인(500ml),기업형슈퍼,1801
2024-12-20,트레비 탄산수 플레인(500ml),편의점,1800
2024-12-20,초정탄산수 플레인(500ml),백화점,1345
2024-12-20,초정탄산수 플레인(500ml),편의점,1633
2024-12-20,서울우유 버터(450g),대형마트,11000
2024-12-20,서울우유 버터(450g),백화점,12400
2024-12-20,서울우유 버터(450g),기업형슈퍼,11147
2024-12-20,서울우유 버터(450g),편의점,13500
2024-12-20,폰테라 앵커버터(227g),백화점,6900
2024-12-20,파스퇴르 프리미엄 홈버터(450g),대형마트,9980
2024-12-20,파스퇴르 프리미엄 홈버터(450g),백화점,9500
2024-12-20,파스퇴르 프리미엄 홈버터(450g),기업형슈퍼,10000
2024-12-20,알라 무염버터(400g),대형마트,9700
2024-12-20,알라 무염버터(400g),백화점,10721
2024-12-20,알라 무염버터(400g),기업형슈퍼,9960
2024-12-20,상하목장 슬로우버터 무염(100g),백화점,3880
2024-12-20,백설 햄스빌 베이컨(330g),대형마트,7970
2024-12-20,백설 햄스빌 베이컨(330g),백화점,9645
2024-12-20,백설 햄스빌 베이컨(330g),기업형슈퍼,7990
2024-12-20,백설 햄스빌 두툼한 굿베이컨(340g),대형마트,9980
2024-12-20,백설 햄스빌 두툼한 굿베이컨(340g),백화점,6648
2024-12-20,백설 햄스빌 두툼한 굿베이컨(340g),기업형슈퍼,7986
2024-12-20,백설 햄스빌 두툼한 굿베이컨(340g),편의점,9900
2024-12-20,전G베이컨(200g),백화점,3910
2024-12-20,전G베이컨(200g),기업형슈퍼,4077
2024-12-20,매일 소화가 잘되는 우유(930ml),대형마트,3780
2024-12-20,매일 소화가 잘되는 우유(930ml),백화점,3790
2024-12-20,매일 소화가 잘되는 우유(930ml),기업형슈퍼,3905
2024-12-20,매일 소화가 잘되는 우유(930ml),편의점,4000
2024-12-20,서울 저지방 우유(1L),대형마트,3280
2024-12-20,서울 저지방 우유(1L),백화점,3285
2024-12-20,서울 저지방 우유(1L),기업형슈퍼,3393
2024-12-20,서울 저지방 우유(1L),편의점,2800
2024-12-20,덴마크 산양우유(750ml),대형마트,6980
2024-12-20,덴마크 산양우유(750ml),백화점,6980
2024-12-20,덴마크 산양우유(750ml),기업형슈퍼,6488
2024-12-20,덴마크 대니쉬우유 오리지널(900ml),백화점,2880
2024-12-20,덴마크 대니쉬우유 오리지널(900ml),기업형슈퍼,2846
2024-12-20,남양 아인슈타인 무항생제 우유(900ml),대형마트,3480
2024-12-20,남양 아인슈타인 무항생제 우유(900ml),백화점,4080
2024-12-20,남양 아인슈타인 무항생제 우유(900ml),편의점,3100
2024-12-20,1등급 다향 훈제오리(500g),백화점,19800
2024-12-20,1등급 다향 훈제오리(500g),기업형슈퍼,19801
2024-12-20,스모크델리 훈제오리(500g),대형마트,12980
2024-12-20,의성마늘 훈제오리 슬라이스(400g),대형마트,11980
2024-12-20,벡셀 알카라인 건전지 AA(4개입),편의점,6900
2024-12-20,벡셀 알카라인 건전지 AAA(4개입),편의점,6900
2024-12-20,에너자이저 맥스플러스 AA(4개입),대형마트,9300
2024-12-20,에너자이저 맥스플러스 AA(4개입),백화점,6300
2024-12-20,에너자이저 맥스플러스 AA(4개입),기업형슈퍼,8276
2024-12-20,에너자이저 맥스플러스 AA(4개입),편의점,9900
2024-12-20,에너자이저 맥스 AAA(4개입),대형마트,8000
2024-12-20,에너자이저 맥스 AAA(4개입),백화점,6143
2024-12-20,에너자이저 맥스 AAA(4개입),기업형슈퍼,7986
2024-12-20,에너자이저 맥스 AAA(4개입),편의점,7283
2024-12-20,듀라셀 울트라 알카라인 건전지 AA(4개입),대형마트,9100
2024-12-20,듀라셀 울트라 알카라인 건전지 AA(4개입),백화점,8695
2024-12-20,듀라셀 울트라 알카라인 건전지 AA(4개입),기업형슈퍼,6800
2024-12-20,듀라셀 울트라 알카라인 건전지 AA(4개입),편의점,8500
2024-12-20,듀라셀 울트라 알카라인 건전지 AAA(4개입),대형마트,9100
2024-12-20,듀라셀 울트라 알카라인 건전지 AAA(4개입),백화점,8695
2024-12-20,듀라셀 울트라 알카라인 건전지 AAA(4개입),기업형슈퍼,6800
2024-12-20,듀라셀 울트라 알카라인 건전지 AAA(4개입),편의점,9900
2024-12-20,e-쿠킹호일(25cm*30m),대형마트,6182
2024-12-20,e-쿠킹호일(25cm*30m),백화점,4700
2024-12-20,프리미엄 쿠킹호일(25cm*30m),대형마트,7480
2024-12-20,대한웰빙호일(25cm*30m),대형마트,6280
2024-12-20,크린 종이호일(25cm*20m),대형마트,4680
2024-12-20,크린 종이호일(25cm*20m),백화점,5015
2024-12-20,대한웰빙호일(30cm*30m),대형마트,8182
2024-12-20,니베아 립 모이스춰 케어(4.8g),대형마트,4900
2024-12-20,니베아 립 모이스춰 케어(4.8g),백화점,4550
2024-12-20,니베아 립 모이스춰 케어(4.8g),기업형슈퍼,4614
2024-12-20,니베아 립 모이스춰 케어(4.8g),편의점,4900
2024-12-20,니베아 립 에센셜 케어(4.8g),대형마트,4900
2024-12-20,니베아 립 에센셜 케어(4.8g),백화점,4550
2024-12-20,니베아 립 에센셜 케어(4.8g),기업형슈퍼,4557
2024-12-20,니베아 립 에센셜 케어(4.8g),편의점,4300
2024-12-20,바세린 립테라피 스틱 오리지널(4.8g),백화점,3950
2024-12-20,바세린 립테라피 스틱 오리지널(4.8g),편의점,5000
2024-12-20,뉴트로지나 립(2번들),대형마트,7900
2024-12-20,뉴트로지나 립(2번들),백화점,7917
2024-12-20,피지오겔 DMT 마일드 립밤(4.2g),대형마트,9900
2024-12-20,피지오겔 DMT 마일드 립밤(4.2g),편의점,12200
2024-12-20,닥터아토 손소독티슈(20매),대형마트,1600
2024-12-20,닥터아토 손소독티슈(20매),백화점,1600
2024-12-20,크리넥스 수앤수 라이언 물티슈 캡형(80매),대형마트,2200
2024-12-20,크리넥스 수앤수 라이언 물티슈 캡형(80매),백화점,2565
2024-12-20,크리넥스 수앤수 라이언 물티슈 캡형(80매),기업형슈퍼,2239
2024-12-20,크리넥스 안심물티슈 캡형(60매),대형마트,2800
2024-12-20,크리넥스 안심물티슈 캡형(60매),백화점,3262
2024-12-20,깨끗한나라 순수 소프티 미용티슈(260매*6입),대형마트,11900
2024-12-20,깨끗한나라 순수 소프티 미용티슈(260매*6입),백화점,15340
2024-12-20,크리넥스 내추럴소프트 미용티슈(270매*6입),대형마트,18900
2024-12-20,크리넥스 실크소프트 미용티슈(230매*6입),대형마트,13500
2024-12-20,코디 해피퍼피 미용티슈(250매*6입),대형마트,14900
2024-12-20,코디 해피퍼피 미용티슈(250매*6입),백화점,12900
2024-12-20,코디 내추럴 미용티슈(230매*6입),대형마트,9500
2024-12-20,해피홈 멸균밴드 패턴 표준형(40매),백화점,3700
2024-12-20,해피홈 멸균밴드 패턴 표준형(40매),기업형슈퍼,2503
2024-12-20,해피홈 탄력아쿠아밴드 표준형(20매),대형마트,4500
2024-12-20,해피홈 탄력아쿠아밴드 표준형(20매),백화점,4800
2024-12-20,해피홈 탄력아쿠아밴드 표준형(20매),기업형슈퍼,4592
2024-12-20,대일밴드 혼합형(21매),대형마트,1200
2024-12-20,대일밴드 혼합형(21매),백화점,1700
2024-12-20,대일밴드 혼합형(21매),편의점,1750
2024-12-20,니베아 퍼펙트 선 세럼(90ml),대형마트,9900
2024-12-20,니베아 퍼펙트 선 세럼(90ml),백화점,11700
2024-12-20,니베아 퍼펙트 선 세럼(90ml),기업형슈퍼,12293
2024-12-20,니베아 퍼펙트 선 세럼(90ml),편의점,20800
2024-12-20,니베아 선 페이스 영에이지 크림(50ml),대형마트,9900
2024-12-20,니베아 선 페이스 영에이지 크림(50ml),백화점,15800
2024-12-20,바세린 데일리 선크림(50ml),대형마트,13900
2024-12-20,바세린 데일리 선크림(50ml),백화점,10615
2024-12-20,바세린 데일리 선크림(50ml),편의점,19900
2024-12-20,벨먼 포켓몬 UV 피카츄 선크림(50ml),편의점,14900
2024-12-20,코디 순백 3겹(30롤),대형마트,22400
2024-12-20,모나리자 프레시티지 3겹(30롤),대형마트,21900
2024-12-20,크리넥스 클린케어 3겹(30롤),대형마트,29800
2024-12-20,크리넥스 클린케어 3겹(30롤),백화점,26050
2024-12-20,크리넥스 클린케어 3겹(30롤),기업형슈퍼,21964
2024-12-20,크리넥스 클린케어 3겹(30롤),편의점,35300
2024-12-20,크리넥스 울트라클린 3겹(30롤),대형마트,33700
2024-12-20,크리넥스 울트라클린 3겹(30롤),백화점,30500
2024-12-20,크리넥스 울트라클린 3겹(30롤),기업형슈퍼,31982
2024-12-20,임금님표 이천쌀 특등급(10kg),대형마트,44650
2024-12-20,임금님표 이천쌀 특등급(10kg),백화점,29500
2024-12-20,대왕님표 여주 진상미(10kg),대형마트,45800
2024-12-20,대왕님표 여주 진상미(10kg),백화점,49800
2024-12-20,바른고을 의성진쌀(10kg),대형마트,34900
2024-12-20,당진 해나루쌀 특등급(10kg),기업형슈퍼,36900
2024-12-20,철원 오대쌀(10kg),대형마트,44900
2024-12-20,철원 오대쌀(10kg),백화점,47800
2024-12-20,불릴필요없는 현미(2kg),대형마트,8980
2024-12-20,불릴필요없는 현미(2kg),기업형슈퍼,9999
2024-12-20,96시간 숙성 현미(1kg),대형마트,5480
2024-12-20,96시간 숙성 서리태(500g),대형마트,8900
2024-12-20,작지만 진한 약콩(500g),대형마트,7980
2024-12-20,120시간 숙성 팥(500g),대형마트,15900
2024-12-20,항공직송 동원생연어(320g),기업형슈퍼,19900
2024-12-20,바로 먹는 그라브락스 연어(150g),기업형슈퍼,11900
2024-12-20,청정원 자유방목 동물복지 유정란(15개),대형마트,12900
2024-12-20,청정원 행복놀이터 동물복지 유정란(15개),백화점,7980
2024-12-20,청정원 행복놀이터 동물복지 유정란(15개),기업형슈퍼,6990
2024-12-20,풀무원 동물복지 유정란(10개),대형마트,7980
2024-12-20,풀무원 동물복지 유정란(10개),백화점,7713
2024-12-20,풀무원 동물복지 유정란(10개),기업형슈퍼,9373
2024-12-20,풀무원 동물복지 목초란(15개),백화점,8932
2024-12-20,풀무원 동물복지 목초란(15개),기업형슈퍼,10342
2024-12-20,하림 무항생제 영양란(25개),기업형슈퍼,9108
2024-12-20,청정원 동물복지 청정유정란(15개),대형마트,7980
2024-12-20,청정원 동물복지 청정유정란(15개),기업형슈퍼,7980
2024-12-20,허니버터아몬드(190g),대형마트,7990
2024-12-20,허니버터아몬드(190g),백화점,8400
2024-12-20,허니버터아몬드(190g),편의점,6300
2024-12-20,촉촉한 우유식빵(330g),대형마트,2980
2024-12-20,촉촉한 우유식빵(330g),백화점,2300
2024-12-20,촉촉한 우유식빵(330g),기업형슈퍼,2987
2024-12-20,롯데 자일리톨 오리지날(52g),백화점,2997
2024-12-20,롯데 자일리톨 오리지날(52g),기업형슈퍼,4780
2024-12-20,롯데 자일리톨 오리지날(52g),편의점,3000
2024-12-20,몽쉘 생크림케이크 오리지널(408g),대형마트,4880
2024-12-20,몽쉘 생크림케이크 오리지널(408g),백화점,5640
2024-12-20,몽쉘 생크림케이크 오리지널(408g),기업형슈퍼,5308
2024-12-20,몽쉘 생크림케이크 오리지널(408g),편의점,6300
2024-12-20,매일두유 99.9(12팩),대형마트,8980
2024-12-20,매일두유 99.9(12팩),백화점,10325
2024-12-20,백설 그릴 비엔나(560g),대형마트,8980
2024-12-20,백설 그릴 비엔나(560g),백화점,9555
2024-12-20,백설 그릴 비엔나(560g),편의점,9500
2024-12-20,서울우유 체다슬라이스치즈(270g),기업형슈퍼,5980
2024-12-20,서울우유 체다슬라이스치즈(270g),편의점,7500
2024-12-20,서울우유 체다슬라이스치즈(360g),대형마트,8980
2024-12-20,서울우유 체다슬라이스치즈(360g),백화점,8980
2024-12-20,서울우유 체다슬라이스치즈(360g),기업형슈퍼,9364
2024-12-20,샤프란케어 은은한향(900ml),백화점,6700
2024-12-20,샤프란케어 은은한향(900ml),기업형슈퍼,5400
2024-12-20,해피바스 정말 순한 바디밀크(400ml),대형마트,13800
2024-12-20,해피바스 정말 순한 바디밀크(400ml),백화점,8203
2024-12-20,해피바스 정말 순한 바디밀크(400ml),기업형슈퍼,7262
2024-12-20,해피바스 오리지널컬렉션 라벤더 바디워시(910g),대형마트,9900
2024-12-20,해피바스 오리지널컬렉션 라벤더 바디워시(910g),백화점,11450
2024-12-20,쏘피 바디피트 볼록맞춤 중형(36개입),대형마트,12900
2024-12-20,쏘피 바디피트 볼록맞춤 중형(36개입),기업형슈퍼,12884
2024-12-20,좋은느낌 오리지널 울트라슬림 날개 중형(36개입),대형마트,13000
2024-12-20,좋은느낌 오리지널 울트라슬림 날개 중형(36개입),백화점,11950
2024-12-20,좋은느낌 오리지널 울트라슬림 날개 중형(36개입),기업형슈퍼,13500
2024-12-20,좋은느낌 유기농순면커버 울트라슬림 날개 중형(36개입),대형마트,16100
2024-12-20,좋은느낌 유기농순면커버 울트라슬림 날개 중형(36개입),백화점,14067
2024-12-20,좋은느낌 유기농순면커버 울트라슬림 날개 중형(36개입),기업형슈퍼,17986
2024-12-20,화이트 수퍼흡수 중형(36개입),대형마트,8900
2024-12-20,화이트 수퍼흡수 중형(36개입),백화점,10950
2024-12-20,화이트 수퍼흡수 중형(36개입),기업형슈퍼,11669
2024-12-20,려 우아채 멋내기새치크림 짙은 갈색(120g),대형마트,7445
2024-12-20,려 우아채 멋내기새치크림 짙은 갈색(120g),백화점,7890
2024-12-20,리엔 흑모비책크림염색 자연갈색(120g),대형마트,10900
2024-12-20,리엔 흑모비책크림염색 자연갈색(120g),백화점,7279
2024-12-20,리엔 흑모비책크림염색 자연갈색(120g),기업형슈퍼,6645
2024-12-20,리엔 흑모비책크림염색 자연갈색(120g),편의점,12900
2024-12-20,청정원 전주 콩나물(400g),대형마트,2480
2024-12-20,청정원 전주 콩나물(400g),백화점,2710
2024-12-20,CJ 목초 동물복지 유정란(대란 15개),백화점,10730
2024-12-20,참 건강한 동물복지 닭백숙(1.19kg),백화점,11100
2024-12-20,에스앤비 생와사비(43g),대형마트,3380
2024-12-20,에스앤비 생와사비(43g),백화점,3484
2024-12-20,에스앤비 생와사비(43g),기업형슈퍼,3876
2024-12-20,에스앤비 생와사비(43g),편의점,3500
2024-12-20,오뚜기 생와사비(43g),대형마트,4150
2024-12-20,오뚜기 생와사비(43g),백화점,4365
2024-12-20,오뚜기 생와사비(43g),기업형슈퍼,4448
2024-12-20,오뚜기 생와사비(43g),편의점,3850
2024-12-20,오뚜기 연와사비(35g),대형마트,1500
2024-12-20,오뚜기 연와사비(35g),백화점,1783
2024-12-20,오뚜기 연와사비(35g),기업형슈퍼,1780
2024-12-20,오뚜기 연와사비(35g),편의점,2300
2024-12-20,움트리 생와사비(120g),백화점,6299
2024-12-20,움트리 생와사비(120g),기업형슈퍼,5831
2024-12-20,청정원 생와사비(40g),대형마트,3880
2024-12-20,청정원 생와사비(40g),백화점,4080
2024-12-20,청정원 생와사비(40g),기업형슈퍼,4400
2024-12-20,청정원 생와사비(40g),편의점,4500
2024-12-20,려 함빛 극손상앤영양 샴푸(480ml),대형마트,10884
2024-12-20,려 함빛 극손상앤영양 샴푸(480ml),백화점,10110
2024-12-20,려 함빛 극손상앤영양 샴푸(480ml),기업형슈퍼,11402
2024-12-20,프릴 시크릿 오브 베이킹소다 퓨어레몬향(700ml),대형마트,8200
2024-12-20,프릴 시크릿 오브 베이킹소다 퓨어레몬향(700ml),백화점,8600
2024-12-20,프릴 시크릿 오브 베이킹소다 퓨어레몬향(700ml),기업형슈퍼,9500
2024-12-20,프릴 시크릿 오브 베이킹소다 퓨어레몬향(700ml),편의점,9500
2024-12-20,알쿠니아 황도(840g),대형마트,5780
2024-12-20,알쿠니아 황도(840g),백화점,5400
